Trait Domain,Category ID,Category Name,Field ID,Field Name,Column Codes,Type,Notes,Covariates adjusted,N,Prevalence,h2,SE,,Female N,Prev in Female,Female h2,Female SE,Male N,Prev in Male,Male h2,Male SE,,SES Quantile 0-12/36,SES Quantile 1/36-13/36,SES Quantile 2/36-14/36,SES Quantile 3/36-15/36,SES Quantile 4/36-16/36,SES Quantile 5/36-17/36,SES Quantile 6/36-18/36,SES Quantile 7/36-19/36,SES Quantile 8/36-20/36,SES Quantile 9/36-21/36,SES Quantile 10/36-22/36,SES Quantile 11/36-23/36,SES Quantile 12/36-24/36,SES Quantile 13/36-25/36,SES Quantile 14/36-26/36,SES Quantile 15/36-27/36,SES Quantile 16/36-28/36,SES Quantile 17/36-29/36,SES Quantile 18/36-30/36,SES Quantile 19/36-31/36,SES Quantile 20/36-32/36,SES Quantile 21/36-33/36,SES Quantile 22/36-34/36,SES Quantile 23/36-35/36,SES Quantile 24/36-1
Life Style and Environment,100058,Smoking,3466,Time from waking to first cigarette,3466-0.0,categorical,<=15 mins or not,"assessment center, age, sex, top 10 PCs, genotyping array",10029,56.51%,0.1326,0.0629,,5326,55.60%,0.0546,0.1183,4703,57.54%,0.0316,0.1350,,0.1018,0.1119,0.0145,0.0737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0124,0.0000,0.0000,0.0000,0.0183,0.0109,0.0281,0.0789,0.0728,0.0782,0.0631,0.1218,0.1780,0.1098
Life Style and Environment,100058,Smoking,3476,Difficulty not smoking for 1 day,3476-0.0,categorical,very/fairly easy vs. very/fairly difficult,"assessment center, age, sex, top 10 PCs, genotyping array",10043,22.81%,0.1289,0.0763,,5328,22.03%,0.0000,0.1461,4715,23.69%,0.1680,0.1606,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0454,0.0000,0.0843,0.2860,0.0000,0.0079,0.1243,0.3360,0.2281,0.3659,0.4541,0.5227,0.5169,0.2807,0.2883,0.1266,0.1553,0.2331
Life Style and Environment,100058,Smoking,20160,Ever smoked,20160-0.0,binary,derived from current and past smoking,"assessment center, age, sex, top 10 PCs, genotyping array",100595,56.86%,0.1744,0.0064,,53355,53.92%,0.1512,0.0117,47240,60.18%,0.2046,0.0135,,0.1592,0.1568,0.1220,0.1135,0.1226,0.1216,0.1182,0.1319,0.1308,0.1575,0.1497,0.1445,0.1508,0.1581,0.1364,0.1718,0.1831,0.1750,0.1654,0.1727,0.1716,0.1651,0.1681,0.1730,0.1854
Life Style and Environment,100058,Smoking,20161,Pack years of smoking,20161-0.0,continuous,,"assessment center, age, sex, top 10 PCs, genotyping array",35272,NA,0.0751,0.0113,,17167,NA,0.0531,0.0231,18105,NA,0.0700,0.0219,,0.0484,0.0515,0.0899,0.0932,0.1053,0.1305,0.0781,0.0771,0.1132,0.0963,0.1183,0.0905,0.0692,0.0290,0.0010,0.0000,0.0097,0.0374,0.0451,0.0426,0.0589,0.0661,0.0505,0.0394,0.0762
Life Style and Environment,100058,Smoking,20162,Pack years adult smoking as proportion of life span exposed to smoking,20162-0.0,continuous,,"assessment center, age, sex, top 10 PCs, genotyping array",35295,NA,0.0780,0.0113,,17164,NA,0.0453,0.0231,18131,NA,0.0836,0.0219,,0.0490,0.0531,0.0985,0.1171,0.1156,0.1392,0.0852,0.0914,0.1215,0.1086,0.1305,0.1043,0.0850,0.0438,0.0095,0.0042,0.0230,0.0442,0.0450,0.0459,0.0505,0.0504,0.0392,0.0385,0.0689
Psychosocial Factors,100060,Mental health,1920,Mood swings,1920-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",105138,45.40%,0.1071,0.0061,,55598,47.75%,0.0991,0.0112,49540,42.76%,0.1168,0.0128,,0.0936,0.0831,0.1027,0.1235,0.1140,0.1139,0.1136,0.1289,0.1107,0.1106,0.0902,0.0965,0.0747,0.0840,0.0837,0.0783,0.0888,0.0994,0.1162,0.1181,0.1193,0.1270,0.1138,0.1184,0.1117
Psychosocial Factors,100060,Mental health,1930,Miserableness,1930-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",105919,43.01%,0.0859,0.0061,,55999,49.62%,0.0662,0.0111,49920,35.60%,0.1419,0.0131,,0.1059,0.0955,0.0880,0.0909,0.0779,0.0615,0.0626,0.0616,0.0614,0.0582,0.0656,0.0739,0.0727,0.0805,0.0950,0.0904,0.0876,0.0971,0.1086,0.1235,0.1111,0.0951,0.1005,0.1138,0.0965
Psychosocial Factors,100060,Mental health,1940,Irritability,1940-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",103047,28.20%,0.1183,0.0070,,54368,25.94%,0.1130,0.0134,48679,30.71%,0.1232,0.0141,,0.0994,0.0892,0.0925,0.1091,0.1040,0.0977,0.0980,0.1129,0.1196,0.1442,0.1485,0.1547,0.1339,0.1443,0.1380,0.1362,0.1277,0.1301,0.1370,0.1511,0.1585,0.1510,0.1270,0.1264,0.1281
Psychosocial Factors,100060,Mental health,1950,Sensitivity / hurt feelings,1950-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",104731,55.49%,0.1136,0.0061,,55404,64.86%,0.1209,0.0119,49327,44.97%,0.1044,0.0127,,0.1082,0.1132,0.1193,0.1346,0.1392,0.1473,0.1454,0.1234,0.1222,0.1108,0.1067,0.1204,0.1217,0.1510,0.1618,0.1539,0.1320,0.1329,0.1307,0.1248,0.1205,0.1162,0.1288,0.0843,0.0788
Psychosocial Factors,100060,Mental health,1960,Fed-up feelings,1960-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",105580,41.02%,0.1192,0.0061,,55779,43.78%,0.1031,0.0113,49801,37.93%,0.1119,0.0130,,0.1068,0.0931,0.0986,0.1134,0.1139,0.1097,0.0936,0.0943,0.0852,0.0869,0.0820,0.0995,0.0967,0.1051,0.1055,0.0845,0.0802,0.0981,0.1213,0.1344,0.1387,0.1376,0.1280,0.1270,0.1284
Psychosocial Factors,100060,Mental health,1970,Nervous feelings,1970-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",105043,23.27%,0.1459,0.0074,,55291,26.87%,0.1382,0.0130,49752,19.28%,0.1248,0.0166,,0.1124,0.1213,0.1153,0.1391,0.1345,0.1247,0.1432,0.1270,0.1375,0.1264,0.1245,0.1400,0.1117,0.1168,0.1097,0.1287,0.1108,0.1050,0.1105,0.1106,0.1077,0.1307,0.1598,0.1337,0.1067
Psychosocial Factors,100060,Mental health,1980,Worrier / anxious feelings,1980-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",104998,55.97%,0.1338,0.0061,,55538,63.88%,0.1270,0.0118,49460,47.08%,0.1339,0.0126,,0.1209,0.1374,0.1363,0.1300,0.1167,0.1195,0.1175,0.1101,0.1183,0.1003,0.1075,0.0988,0.0846,0.0971,0.0963,0.1158,0.1184,0.1214,0.1350,0.1497,0.1465,0.1571,0.1481,0.1350,0.1411
Psychosocial Factors,100060,Mental health,1990,Tense / 'highly strung',1990-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",104533,16.98%,0.1469,0.0085,,55079,19.01%,0.1583,0.0151,49454,14.71%,0.1280,0.0190,,0.1054,0.1002,0.1169,0.0975,0.1236,0.1277,0.1367,0.1301,0.1553,0.1501,0.1376,0.1611,0.1360,0.1473,0.1598,0.1673,0.1701,0.1496,0.2048,0.1682,0.1857,0.1893,0.1435,0.1340,0.1094
Psychosocial Factors,100060,Mental health,2000,Worry too long after embarrassment,2000-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",103401,47.23%,0.1109,0.0061,,54454,54.19%,0.1035,0.0115,48947,39.49%,0.1166,0.0131,,0.1233,0.1148,0.1180,0.1232,0.1052,0.1131,0.1178,0.1052,0.0973,0.0894,0.0932,0.0817,0.0973,0.1029,0.0966,0.1150,0.0898,0.0909,0.1038,0.1131,0.1026,0.1002,0.1169,0.0930,0.0928
Psychosocial Factors,100060,Mental health,2010,Suffer from 'nerves',2010-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",103836,21.09%,0.1040,0.0078,,54645,20.90%,0.1065,0.0145,49191,21.30%,0.0837,0.0160,,0.1075,0.1282,0.1314,0.1207,0.1140,0.1031,0.1102,0.1081,0.1050,0.0849,0.0844,0.0726,0.0707,0.0657,0.0736,0.0765,0.0563,0.0739,0.0944,0.0846,0.0841,0.0889,0.0866,0.0905,0.1109
Psychosocial Factors,100060,Mental health,2020,"Loneliness, isolation",2020-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",106050,17.89%,0.1027,0.0082,,55968,20.91%,0.0901,0.0142,50082,14.52%,0.1271,0.0189,,0.0603,0.0639,0.0891,0.1165,0.0837,0.0825,0.0864,0.0914,0.0941,0.1083,0.1262,0.1197,0.0940,0.0932,0.1129,0.1011,0.0901,0.0666,0.0920,0.1195,0.1504,0.1319,0.0925,0.0757,0.0990
Psychosocial Factors,100060,Mental health,2030,Guilty feelings,2030-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",104973,28.19%,0.0982,0.0068,,55399,34.21%,0.0850,0.0120,49574,21.46%,0.0995,0.0159,,0.1021,0.1123,0.1196,0.1171,0.0987,0.0801,0.0688,0.0735,0.0670,0.0409,0.0394,0.0535,0.0791,0.1321,0.1521,0.1697,0.1733,0.1419,0.1385,0.1602,0.1411,0.1609,0.1628,0.1549,0.1308
Psychosocial Factors,100060,Mental health,2040,Risk taking,2040-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",103998,25.56%,0.1214,0.0072,,54752,18.33%,0.1553,0.0154,49246,33.59%,0.1117,0.0135,,0.1529,0.1410,0.1409,0.1362,0.1260,0.1294,0.1157,0.1108,0.1066,0.0948,0.1028,0.1182,0.1245,0.1174,0.1162,0.1056,0.1062,0.1078,0.1209,0.1218,0.1170,0.1080,0.0871,0.0839,0.1005
Psychosocial Factors,100060,Mental health,2050,Frequency of depressed mood in last 2 weeks,2050-0.0,categorical,not at all vs. any,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",103218,23.06%,0.0565,0.0075,,54289,26.22%,0.0456,0.0133,48929,19.54%,0.0519,0.0168,,0.0605,0.0558,0.0461,0.0470,0.0414,0.0308,0.0291,0.0243,0.0269,0.0204,0.0557,0.0625,0.0581,0.0533,0.0747,0.0817,0.0666,0.0659,0.0519,0.0390,0.0383,0.0461,0.0452,0.0619,0.0571
Psychosocial Factors,100060,Mental health,2060,Frequency of unenthusiasm / disinterest in last 2 weeks,2060-0.0,categorical,not at all vs. any,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",104232,20.76%,0.0914,0.0078,,54990,20.79%,0.0878,0.0145,49242,20.72%,0.1113,0.0162,,0.0838,0.0710,0.0681,0.0738,0.0728,0.0644,0.0569,0.0509,0.0332,0.0157,0.0577,0.0682,0.0724,0.0588,0.0608,0.0474,0.0404,0.0693,0.0873,0.0937,0.0819,0.0927,0.0665,0.0655,0.0601
Psychosocial Factors,100060,Mental health,2070,Frequency of tenseness / restlessness in last 2 weeks,2070-0.0,categorical,not at all vs. any,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",103953,26.16%,0.0911,0.0071,,54742,27.91%,0.0891,0.0129,49211,24.22%,0.0640,0.0152,,0.0919,0.0991,0.0831,0.1022,0.1445,0.1401,0.1248,0.1203,0.1305,0.1169,0.1020,0.0998,0.0749,0.0803,0.0797,0.0868,0.0922,0.0889,0.0996,0.0978,0.0857,0.1002,0.0725,0.0721,0.0820
Psychosocial Factors,100060,Mental health,2080,Frequency of tiredness / lethargy in last 2 weeks,2080-0.0,categorical,not at all vs. any,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",104581,52.82%,0.0836,0.0061,,55171,58.00%,0.0793,0.0115,49410,47.04%,0.0944,0.0127,,0.0779,0.0609,0.0747,0.0627,0.0622,0.0584,0.0426,0.0502,0.0546,0.0661,0.0827,0.0766,0.0794,0.0961,0.1042,0.0809,0.0849,0.0926,0.0938,0.0918,0.0883,0.0782,0.0597,0.0590,0.0598
Psychosocial Factors,100060,Mental health,2090,"Seen doctor (GP) for nerves, anxiety, tension or depression",2090-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",106979,34.71%,0.1092,0.0063,,56475,42.07%,0.1230,0.0112,50504,26.48%,0.0925,0.0143,,0.1377,0.1424,0.1220,0.1469,0.1373,0.1220,0.1222,0.1073,0.1033,0.0949,0.0825,0.1055,0.1059,0.1274,0.1211,0.0821,0.0589,0.0651,0.0963,0.0808,0.0679,0.0830,0.0884,0.0988,0.1028
Psychosocial Factors,100060,Mental health,2100,"Seen a psychiatrist for nerves, anxiety, tension or depression",2100-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",107184,11.47%,0.0926,0.0102,,56609,12.59%,0.0995,0.0180,50575,10.22%,0.0948,0.0227,,0.1253,0.0843,0.0701,0.1163,0.1038,0.0924,0.0907,0.0628,0.0443,0.0686,0.0289,0.0582,0.0419,0.0419,0.0603,0.0404,0.0343,0.0421,0.0226,0.0033,0.0131,0.0345,0.0462,0.0284,0.0407
Psychosocial Factors,100060,Mental health,4526,Happiness,4526-0.0,categorical,extremely/very/moderately happy vs extramely/very/moderately unhappy,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",35028,95.51%,0.1306,0.0542,,18314,95.80%,0.1670,0.1081,16714,95.20%,0.2661,0.1088,,0.6895,0.8150,0.3100,0.3065,0.0895,0.0863,0.1200,0.1376,0.1845,0.0000,0.2314,0.0000,0.0000,0.0425,0.0000,0.0242,0.0090,0.0000,0.0000,0.0960,0.0599,0.0622,0.1883,0.1760,0.2496
Psychosocial Factors,100060,Mental health,4537,Work/job satisfaction,4537-0.0,categorical,"extremely/very/moderately happy vs extramely/very/moderately unhappy, excluding not employed","assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",23847,90.22%,0.0908,0.0491,,12254,91.51%,0.1634,0.1038,11593,88.85%,0.0450,0.0938,,0.0000,0.0000,0.0000,0.0000,0.0822,0.1800,0.1170,0.1587,0.1525,0.1854,0.2616,0.2193,0.2095,0.1273,0.1917,0.2222,0.1823,0.0658,0.0814,0.0342,0.0164,0.0457,0.0124,0.1390,0.1679
Psychosocial Factors,100060,Mental health,4548,Health satisfaction,4548-0.0,categorical,extremely/very/moderately happy vs extramely/very/moderately unhappy,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",35041,86.13%,0.0632,0.0276,,18317,85.94%,0.0000,0.0524,16724,86.34%,0.1194,0.0583,,0.0000,0.0000,0.0434,0.0000,0.0000,0.0000,0.0000,0.0085,0.0098,0.0215,0.0000,0.0000,0.0053,0.0000,0.0000,0.0000,0.0000,0.0103,0.0863,0.1544,0.1463,0.1103,0.0895,0.0796,0.1145
Psychosocial Factors,100060,Mental health,4559,Family relationship satisfaction,4559-0.0,categorical,extremely/very/moderately happy vs extramely/very/moderately unhappy,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",34821,93.91%,0.1013,0.0448,,18242,94.01%,0.0696,0.0864,16579,93.79%,0.1682,0.0929,,0.1814,0.1666,0.2129,0.2022,0.2042,0.2106,0.3557,0.4014,0.3617,0.2109,0.2194,0.0000,0.0000,0.0000,0.0000,0.0000,0.0526,0.1280,0.0491,0.1698,0.1048,0.1472,0.2198,0.2018,0.1814
Psychosocial Factors,100060,Mental health,4570,Friendships satisfaction,4570-0.0,categorical,extremely/very/moderately happy vs extramely/very/moderately unhappy,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",34756,96.98%,0.1261,0.0714,,18216,97.77%,0.3477,0.1682,16540,96.11%,0.0004,0.1263,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0924,0.0000,0.1641,0.2163,0.2147,0.2997,0.5014,0.6450,0.3665,0.1832,0.1877,0.2268,0.1028,0.1476,0.0889
Psychosocial Factors,100060,Mental health,4581,Financial situation satisfaction,4581-0.0,categorical,extremely/very/moderately happy vs extramely/very/moderately unhappy,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",35012,86.60%,0.0705,0.0282,,18305,87.30%,0.0381,0.0553,16707,85.84%,0.0904,0.0573,,0.0429,0.0344,0.0697,0.1557,0.0796,0.1140,0.1089,0.0188,0.0000,0.0336,0.0741,0.0677,0.0723,0.0341,0.0265,0.0000,0.0000,0.0000,0.0000,0.0451,0.0193,0.0000,0.0159,0.0380,0.0524
Psychosocial Factors,100060,Mental health,4598,Ever depressed for a whole week,4598-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",34543,53.63%,0.1629,0.0181,,18084,60.20%,0.1178,0.0352,16459,46.41%,0.2284,0.0379,,0.0619,0.0291,0.0919,0.0736,0.0917,0.0819,0.1159,0.1634,0.1339,0.1083,0.0880,0.0570,0.0839,0.1124,0.0792,0.0897,0.1412,0.1725,0.2804,0.2742,0.1733,0.1678,0.2645,0.2021,0.2030
Psychosocial Factors,100060,Mental health,4631,Ever unenthusiastic/disinterested for a whole week,4631-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",33835,36.94%,0.1170,0.0192,,17599,41.78%,0.0848,0.0359,16236,31.69%,0.1094,0.0417,,0.1448,0.0847,0.0432,0.0483,0.0822,0.1085,0.0968,0.0663,0.0500,0.0126,0.0522,0.0781,0.0724,0.0355,0.0571,0.0856,0.1012,0.1011,0.1244,0.1041,0.0567,0.0383,0.0899,0.1169,0.1616
Psychosocial Factors,100060,Mental health,4642,Ever manic/hyper for 2 days,4642-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",34348,5.79%,0.1351,0.0469,,18043,4.68%,0.2204,0.1022,16305,7.01%,0.1089,0.0877,,0.0914,0.0874,0.0000,0.0000,0.0593,0.0000,0.0000,0.0000,0.0125,0.0772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0194,0.0758,0.1303,0.2033,0.2520,0.4325
Psychosocial Factors,100060,Mental health,4653,Ever highly irritable/argumentative for 2 days,4653-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",34443,18.21%,0.1044,0.0245,,17987,19.69%,0.0878,0.0452,16456,16.60%,0.2481,0.0537,,0.1222,0.0531,0.0099,0.0156,0.0218,0.0640,0.0126,0.0718,0.1224,0.2041,0.1015,0.0808,0.0154,0.0537,0.1047,0.1381,0.1591,0.1107,0.1650,0.1137,0.1031,0.0855,0.0940,0.1051,0.0778
Psychosocial Factors,100060,Mental health,20126,Bipolar and major depression status,20126-0.0,categorical,probable recurrent major depression (severe),"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",25571,7.19%,0.1418,0.0550,,13111,7.96%,0.2186,0.1007,12460,6.38%,0.1613,0.1216,,0.0000,0.0000,0.1275,0.1534,0.0813,0.1353,0.1786,0.0489,0.0000,0.1291,0.1297,0.1594,0.3175,0.2434,0.1535,0.2554,0.2472,0.1416,0.1623,0.1144,0.2183,0.2861,0.1708,0.1678,0.2152
Psychosocial Factors,100060,Mental health,20126,Bipolar and major depression status,20126-0.1,categorical,probable recurrent major depression (moderate),"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",25571,12.72%,0.1619,0.0396,,13111,16.41%,0.0656,0.0676,12460,8.84%,0.5054,0.0998,,0.2100,0.2291,0.3619,0.2475,0.0676,0.0445,0.0855,0.1052,0.0470,0.1200,0.1112,0.0371,0.0427,0.1535,0.1214,0.1155,0.2408,0.2797,0.2157,0.2055,0.1771,0.1774,0.0289,0.0000,0.0000
Psychosocial Factors,100060,Mental health,20126,Bipolar and major depression status,20126-0.2,categorical,single probable major depression episode,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",25571,6.90%,0.0000,0.0564,,13111,8.24%,0.0000,0.0986,12460,5.49%,0.0000,0.1337,,0.0000,0.0000,0.0000,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0328,0.0485
Psychosocial Factors,100060,Mental health,20126,Bipolar and major depression status,20126-0.3,categorical,probable recurrent major depression (severe & moderate combined),"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",25571,19.91%,0.1952,0.0317,,13111,24.38%,0.1695,0.0566,12460,15.22%,0.3241,0.0740,,0.1822,0.1688,0.2715,0.2261,0.1707,0.1795,0.2085,0.2374,0.1249,0.2067,0.1603,0.1387,0.1952,0.2995,0.3482,0.3607,0.3719,0.3603,0.3287,0.3120,0.3140,0.3025,0.2403,0.2554,0.3249
Psychosocial Factors,100060,Mental health,20127,Neuroticism score,20127-0.0,continuous,,"assessment center, age, sex, top 10 PCs, genotyping array, Field 6145 (negative experience)",87917,NA,0.1302,0.0046,,45714,NA,0.1181,0.0087,42203,NA,0.1332,0.0094,,0.1172,0.1121,0.1198,0.1330,0.1218,0.1210,0.1164,0.1053,0.1019,0.1009,0.1084,0.1167,0.1103,0.1414,0.1392,0.1489,0.1203,0.1312,0.1529,0.1594,0.1527,0.1523,0.1485,0.1313,0.1107
Psychosocial Factors,100061,Social support,1031,Frequency of friend/family visits,1031-0.0,categorical,">once a week or not, excluding no friends/family outside household","assessment center, age, sex, top 10 PCs, genotyping array",107381,43.69%,0.0459,0.0060,,56823,49.69%,0.0648,0.0110,50558,36.94%,0.0375,0.0129,,0.0410,0.0320,0.0281,0.0228,0.0296,0.0277,0.0347,0.0346,0.0339,0.0387,0.0260,0.0236,0.0321,0.0486,0.0542,0.0594,0.0719,0.0921,0.0895,0.0724,0.0448,0.0425,0.0563,0.0470,0.0306
Psychosocial Factors,100061,Social support,2110,Able to confide,2110-0.0,categorical,almost daily or not,"assessment center, age, sex, top 10 PCs, genotyping array",105045,54.56%,0.0572,0.0061,,55701,54.01%,0.0510,0.0112,49344,55.19%,0.0641,0.0127,,0.0508,0.0420,0.0412,0.0365,0.0370,0.0388,0.0412,0.0348,0.0378,0.0468,0.0692,0.0535,0.0611,0.0531,0.0683,0.0609,0.0520,0.0385,0.0509,0.0552,0.0542,0.0646,0.0472,0.0555,0.0582
Psychosocial Factors,100061,Social support,6160,Leisure/social activities,6160-0.0~6160-0.4,categorical,sports or gym,"assessment center, age, sex, top 10 PCs, genotyping array",107906,29.27%,0.0759,0.0066,,57007,29.71%,0.1041,0.0121,50899,28.78%,0.0592,0.0138,,0.0418,0.0292,0.0179,0.0199,0.0175,0.0179,0.0322,0.0482,0.0618,0.0747,0.0960,0.1060,0.0909,0.0910,0.0834,0.0866,0.0689,0.0724,0.0780,0.0683,0.0858,0.0846,0.1029,0.1190,0.1043
Psychosocial Factors,100061,Social support,6160,Leisure/social activities,6160-0.0~6160-0.4,categorical,pub or social club,"assessment center, age, sex, top 10 PCs, genotyping array",107906,28.13%,0.0705,0.0067,,57007,19.95%,0.0477,0.0142,50899,37.30%,0.1068,0.0127,,0.1069,0.0874,0.0849,0.0810,0.0768,0.0648,0.0682,0.0620,0.0667,0.0637,0.0702,0.0758,0.0885,0.1028,0.0911,0.0668,0.0586,0.0559,0.0456,0.0437,0.0606,0.0726,0.0664,0.0820,0.0894
Psychosocial Factors,100061,Social support,6160,Leisure/social activities,6160-0.0~6160-0.4,categorical,religious group,"assessment center, age, sex, top 10 PCs, genotyping array",107906,13.51%,0.1232,0.0093,,57007,16.35%,0.1447,0.0156,50899,10.34%,0.1316,0.0224,,0.0743,0.0746,0.0856,0.0622,0.0828,0.0907,0.1069,0.1229,0.1313,0.1574,0.1380,0.1429,0.1451,0.1441,0.1654,0.1619,0.1501,0.1651,0.1472,0.1772,0.1522,0.1805,0.1566,0.1388,0.1317
Psychosocial Factors,100061,Social support,6160,Leisure/social activities,6160-0.0~6160-0.4,categorical,adult education class,"assessment center, age, sex, top 10 PCs, genotyping array",107906,6.73%,0.0554,0.0139,,57007,8.97%,0.0591,0.0217,50899,4.21%,0.0501,0.0390,,0.0749,0.0923,0.1116,0.0479,0.0638,0.0254,0.0455,0.0460,0.0257,0.0143,0.0244,0.0361,0.0505,0.0759,0.1021,0.1100,0.1356,0.1148,0.1352,0.1229,0.0732,0.0617,0.0760,0.0580,0.0355
Sociodemographics,100063,Education,6138,Qualifications,6138-0.0~6138-0.5,categorical,college or university degree or not,"assessment center, age, sex, top 10 PCs, genotyping array",107158,30.16%,0.2939,0.0066,,56644,29.09%,0.2911,0.0123,50514,31.35%,0.2940,0.0135,,0.2255,0.2389,0.2559,0.2447,0.2440,0.2493,0.2435,0.2544,0.2595,0.2616,0.2584,0.2577,0.2569,0.2659,0.2765,0.2767,0.2925,0.2891,0.2848,0.2794,0.2940,0.2817,0.3047,0.3319,0.3497
Sociodemographics,100066,Household,728,Number of vehicles in household,728-0.0,categorical,>1 vehicle or not,"assessment center, age, sex, top 10 PCs, genotyping array",107510,50.37%,0.0358,0.0059,,56853,48.27%,0.0379,0.0110,50657,52.73%,0.0258,0.0123,,0.0366,0.0187,0.0261,0.0076,0.0040,0.0028,0.0155,0.0190,0.0171,0.0163,0.0190,0.0237,0.0131,0.0021,0.0145,0.0168,0.0205,0.0074,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0034
Sociodemographics,100066,Household,738,Average total household income before tax,738-0.0,categorical,">= $31,000 or not","assessment center, age, sex, top 10 PCs, genotyping array",93394,50.92%,0.0904,0.0068,,47618,47.84%,0.0634,0.0131,45776,54.11%,0.1307,0.0137,,0.0513,0.0458,0.0502,0.0482,0.0393,0.0265,0.0331,0.0311,0.0325,0.0402,0.0640,0.0641,0.0683,0.0557,0.0744,0.0851,0.0801,0.0869,0.0983,0.0841,0.0821,0.1126,0.0942,0.1175,0.1437
Sociodemographics,100067,Other sociodemographic factors,4674,Private healthcare,4674-0.0,categorical,never or not,"assessment center, age, sex, top 10 PCs, genotyping array",35118,28.84%,0.0709,0.0199,,18369,28.75%,0.0988,0.0380,16749,28.94%,0.1448,0.0416,,0.0000,0.0230,0.0385,0.0644,0.0707,0.0806,0.0479,0.0898,0.1130,0.0954,0.1348,0.0996,0.0758,0.0385,0.0298,0.0478,0.0202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0078,0.0000,0.0000
Sex-specific Factors,100069,Female-specific factors,2714,Age when periods started (menarche),2714-0.0,continuous,,"assessment center, age, top 10 PCs, genotyping array",55520,NA,0.2389,0.0072,,55520,NA,0.2389,0.0072,0,NA,NA,NA,,0.2712,0.2568,0.2481,0.2442,0.2714,0.2791,0.2743,0.2666,0.2540,0.2486,0.2205,0.2393,0.2333,0.2272,0.2262,0.2413,0.2457,0.2268,0.2257,0.2329,0.2097,0.2082,0.2209,0.2476,0.2368
